gen,max,min,avg
0,0.8333333333333334,0.0,0.4861111111111111
1,0.8333333333333334,0.0,0.4166666666666667
2,1.0,0.3333333333333333,0.5972222222222222
3,0.8333333333333334,0.16666666666666666,0.47222222222222227
4,1.0,0.3333333333333333,0.5555555555555556
5,0.6666666666666666,0.16666666666666666,0.3888888888888889
6,1.0,0.16666666666666666,0.513888888888889
7,0.8333333333333334,0.0,0.47222222222222227
8,1.0,0.16666666666666666,0.5833333333333334
9,1.0,0.16666666666666666,0.638888888888889
